date,soc_start_kWh,soc_end_kWh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,planned_grid_kWh,emergency_grid_kWh,emergency_intervals,charge_kWh,discharge_kWh,surplus_kWh,solve_time_s
2025-02-01,8550.0,8550.0,24761.5653756902,137.31779145333394,24898.883167143533,47348.737718000004,36.65531666666689,4,20604.274114699998,16689.462052000003,9092.405038633335,0.16676350000489037
2025-02-02,8550.0,8550.0,59063.6866552994,22.98433262666673,59086.67098792607,93366.54785,3.6653866666666772,1,24833.33324,20115.00002,10295.60206666667,0.16072390000044834
2025-02-03,8550.0,8550.0,58273.159620663995,130.00967494166665,58403.169295605665,92299.488869,27.762609999999967,2,24770.17708,20063.8435,7404.0013990000025,0.2296901000008802
2025-02-04,8550.0,8550.0,58062.0741744689,1526.795438798329,59588.86961326723,92086.785764,403.2520533333323,9,24689.86046,19998.78708,6604.100487333337,0.3102197999978671
2025-02-05,8550.0,8550.0,57897.573450354,817.2448853743341,58714.818335728334,91762.82756800001,227.4176760000003,7,24653.20318,19969.09464,6557.70972066667,0.1789593000066816
2025-02-06,8550.0,8550.0,58289.50794800745,114.86855978525027,58404.3765077927,92225.90659150001,25.683883500000128,4,24706.45638,20012.229720000003,7286.306598333336,0.14769309999974212
2025-02-07,8550.0,8550.0,23567.4658610012,198.33088802833308,23765.796749029534,45509.864035000006,34.814996666666616,4,20653.630944000004,16729.441079000004,9814.809500000001,0.14627970000583446
2025-02-08,8550.0,8550.0,22906.638320511003,382.0153651933345,23288.65368570434,44215.074917,64.16984000000024,3,20727.7616833,16789.486997,8763.807354033335,0.14625620000151685
2025-02-09,8550.0,8550.0,56458.9090471244,1479.419401863834,57938.328448988235,89763.001376,493.3701690000003,4,24602.23554,19927.81084,6026.530878333337,0.14973360000294633
2025-02-10,8550.0,8550.0,56679.45864361854,109.30590864666647,56788.76455226521,90132.7627502,18.416303333333417,2,24714.32676,20018.604760000002,11128.819470200004,0.1623061000063899
