date,soc_start_kWh,soc_end_kWh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,planned_grid_kWh,emergency_grid_kWh,emergency_intervals,charge_kWh,discharge_kWh,surplus_kWh,solve_time_s
2025-02-01,8550.0,8550.0,24176.3084808348,261.42592069600084,24437.7344015308,46398.869806999995,67.56989933333361,4,20689.240175,16758.284577,8157.308175,0.1864315999991959
2025-02-02,8550.0,8550.0,58312.108068325106,130.67196992999962,58442.78003825511,92392.336205,23.52035333333322,2,24833.33324,20115.00001,9341.245378333335,0.14398610000353074
2025-02-03,8550.0,8550.0,57518.559362294,161.17159190833354,57679.730954202336,91298.76976,39.68623000000002,5,24681.588069999998,19992.0864,6432.037820000003,0.14041790000192123
2025-02-04,8550.0,8550.0,57245.318236341685,2462.50893070833,59707.82716705002,91000.8112923,631.6226799999993,7,24590.87541,19918.60914,5765.303752300003,0.20324000000255182
2025-02-05,8550.0,8550.0,57142.040081958316,1236.120754453334,58378.16083641165,90747.9027724,340.96052333333375,7,24568.2789,19900.30597,5672.463382400003,0.18646650000300724
2025-02-06,8550.0,8550.0,57513.54224088957,290.1638610148159,57803.70610190438,91186.8943099,57.17784943333332,6,24617.21744,19939.946219999998,6295.74372266667,0.28922959999908926
2025-02-07,8550.0,8550.0,22942.759995786502,565.1954306433328,23507.955426429835,44495.089455999994,100.1319199999999,4,20911.470943,16938.291503,8816.362269333335,0.157260200001474
2025-02-08,8550.0,8550.0,22298.7382084215,659.5610293683346,22958.299237789834,43114.75197899999,110.41219000000025,4,20504.57251505,16608.703747,7752.132684283335,0.15373579999868525
2025-02-09,8550.0,8550.0,55706.6122655956,2047.8188375315005,57754.4311031271,88715.220859,674.6224600000003,5,24524.24551,19864.638917,5174.820759333337,0.13955810000334168
2025-02-10,8550.0,8550.0,55950.8819908781,232.03074482166596,56182.91273569976,89128.95488,39.41350333333327,2,24638.50411,19957.188367,10160.415057000004,0.13368849999824306
2025-02-11,8550.0,8550.0,55117.9396356079,143.63125490666675,55261.570890514566,88057.33960500002,28.456686666666656,4,24562.966809999998,19896.00318,8198.235528333336,0.16879119999794057
2025-02-12,8550.0,8550.0,54489.05054204819,742.9027261064999,55231.95326815469,87113.05349600001,158.41892266666667,8,24353.11604,19726.02403,7377.644275333335,0.16448409999429714
2025-02-13,8550.0,7950.0,53768.2791962733,178.15992763999773,53946.439123913304,85748.513722,36.49765666666633,4,23662.76917,19706.84311,10499.606302000002,0.17136049999680836
2025-02-14,7950.0,7950.0,20071.9291853372,2236.8483250516665,22308.777510388867,38772.910596999995,720.2356166666666,9,19594.328779,15871.40634,5968.421958000001,0.15179209999769228
2025-02-15,7950.0,8550.0,19965.9522054572,1385.3580670749986,21351.3102725322,38621.468022,388.88983333333306,10,19707.958741,15423.44659098,5445.754605313333,0.16172979999828385
2025-02-16,8550.0,8550.0,51464.893930897495,2953.3897179873293,54418.283648884826,82850.43393,751.6868239999993,15,23212.808902,18802.375275,3814.3080270000014,0.15300080000452
2025-02-17,8550.0,8550.0,51087.8443223099,702.8334370116659,51790.67775932157,82399.080846,176.05894999999995,6,23194.9365344,18787.898671,6984.238765933336,0.11411539999971865
2025-02-18,8550.0,8550.0,50493.9474806676,797.0821906800634,51291.029671347664,81664.8063012,176.69124593333277,11,23186.74005,18781.259501,5344.629214800002,0.13533579999784706
2025-02-19,8550.0,8550.0,50177.9445664551,1900.594442874162,52078.539009329266,81237.789139,514.8041056666655,16,23194.1017103,18787.222433000003,4466.386584033335,0.16188279999914812
2025-02-20,8550.0,7546.1969,49484.56093363762,1356.3749997428317,50840.93593338045,79776.7319037,300.41748399999966,8,22073.426458,18782.89831,5793.48750636667,0.1790707999971346
2025-02-21,7546.1969,7215.6337,18643.4294374705,1478.3195780813319,20121.74901555183,36054.575335,353.76680599999975,14,18092.932406,14952.782188,7707.929889666667,0.1579065999976592
2025-02-22,7215.6337,8550.0,19030.619153247702,3733.4408120701655,22764.05996531787,37179.445288999996,944.5793663333328,18,19597.128586,14672.744515999999,5354.877702000001,0.17188229999737814
2025-02-23,8550.0,8550.0,48461.1146920194,3118.6894510053316,51579.80414302473,78784.47811600001,893.9003183333332,18,23277.654085000002,18854.899879999997,3723.7705460000016,0.1621168999990914
2025-02-24,8550.0,8550.0,47977.840850707,1586.7434290419965,49564.584279749,78186.005486,343.21921799999893,14,23250.99046125,18833.302312,5908.502938083335,0.17274179999367334
2025-02-25,8550.0,8550.0,47721.859249365305,1265.8690699446665,48987.72831930997,77791.2104063,340.75290066666673,14,23221.287183,18809.242661,7898.595551633337,0.1469987000018591
2025-02-26,8550.0,8550.0,47031.1134413019,2818.3523489106624,49849.46579021256,76783.294846,665.4812963333322,15,23009.723404488,18637.875974399998,4262.0806789120015,0.17513099999632686
2025-02-27,8550.0,6819.675,45745.0961742357,2524.6349574616634,48269.731131697365,74175.550433,501.028296666666,11,21042.091220000002,18601.3864542,5279.28976386667,0.16215019999799551
2025-02-28,6819.675,6467.555,17565.000482721498,3870.6522220199986,21435.652704741497,34125.636373,1110.3567466666664,18,17254.419221,14292.9875976,8981.967946266666,0.1771383999948739
2025-03-01,6467.555,8550.0,18381.9048076959,3222.2247496291666,21604.129557325068,36191.553004,854.5025463333336,17,19610.87103,14010.605056,7787.023643,0.15915120000136085
2025-03-02,8550.0,8550.0,45147.33645589368,19888.485604582325,65035.822060476006,74041.16934220001,5277.587253533332,12,22919.531826,18564.820805800002,2605.738508866669,0.16124210000270978
2025-03-03,8550.0,8550.0,45430.673674165984,16418.195153806508,61848.86882797249,74537.7296696,4014.536958659999,15,23110.8523424,18719.79044174,2144.058094266669,0.15812210000149207
2025-03-04,8550.0,8550.0,46004.296098696796,4057.1639758899964,50061.460074586794,75340.590172,1249.6592833333323,18,23278.968425500003,18855.9644492,2967.787545700002,0.14613859999371925
2025-03-05,8550.0,8550.0,46635.46442153924,1692.383574468765,48327.84799600801,76290.14834259999,388.5878135666662,15,23381.4977959,18939.013254999998,6105.779598600003,0.2108998999974574
2025-03-06,8550.0,6325.6423,45449.0697412166,2293.494858805832,47742.56460002243,73530.436905,599.9793216666665,11,20810.917349900003,18858.765061000002,6237.609804433334,0.2177834999965853
2025-03-07,6325.6423,5878.8929,16768.6994717048,2262.8570521759993,19031.556523880798,32607.309850999998,627.2042623333332,14,16573.239532,13826.398513,9565.387561000001,0.18788569999742322
2025-03-08,5878.8929,8550.0,18003.2962762801,946.7986221966651,18950.094898476764,35482.555933,292.98007999999965,11,19597.690140000002,13470.132647,10584.839003333334,0.2791058000002522
2025-03-09,8550.0,8550.0,45499.78419500952,1277.6144982253306,46777.39869323485,74663.0557168,283.2663406666657,10,23300.645071700004,18873.522564500003,7185.6745002666685,0.17372230000182753
2025-03-10,8550.0,8550.0,44381.4999576544,6431.263136469996,50812.7630941244,73024.664042,2164.920866999999,22,22991.119978000002,18622.8072723,2779.2007533000024,0.19848240000283113
2025-03-11,8550.0,8550.0,44099.7461236448,3644.535028495402,47744.2811521402,72689.42244600001,938.1825702366639,11,22727.54539657,18409.3118196,5370.452639266669,0.18195009999908507
2025-03-12,8550.0,8550.0,43666.8803449153,2449.033477099998,46115.913822015296,71977.847638,731.0136899999995,15,22308.973031200003,18070.268202,6034.6218154666685,0.18013110000174493
2025-03-13,8550.0,5363.7922,41451.98150028256,13650.881079688997,55102.86257997156,67345.3196127,3735.561240666666,12,18591.5451113,17926.738601,2870.4563264000026,0.14776870000059716
2025-03-14,5363.7922,4945.1892,15732.530024177799,3134.538896126664,18867.068920304464,30686.64068,748.9415079999992,16,15561.05173,12981.194621,12826.299095666665,0.1350382000018726
2025-03-15,4945.1892,8550.0,17450.116613861,5543.340026082167,22993.456639943164,34687.266623,1804.7717113333338,18,19568.60273,12606.238497999999,8605.548952333333,0.1081832999989274
2025-03-16,8550.0,8550.0,42094.897985719,5198.243923092795,47293.14190881179,69782.56246,1380.580417233332,20,21950.4171959,17779.8380013,3641.516749300001,0.1646554999970249
2025-03-17,8550.0,8550.0,41900.368163375,1540.5091740366665,43440.87733741167,69605.24195,363.2889833333332,13,21940.164152999998,17771.533002,7941.768349000003,0.13872570000239648
2025-03-18,8550.0,8550.0,40938.779266880396,5409.588102730095,46348.36736961049,68199.19205400001,1166.1801022666652,15,21759.602368,17625.2779678,4105.089389400002,0.17763429999467917
2025-03-19,8550.0,8550.0,40933.7514040228,2939.616817303998,43873.3682213268,68102.28039700001,632.594743333333,13,21710.388602500003,17585.4148511,5144.430938933334,0.22177799999917625
2025-03-20,8550.0,4622.7098,38649.542812531,5603.333622371828,44252.87643490283,62902.081008,1496.6966089999987,18,17396.1774841,17625.464957,2419.103273233334,0.16807100000005448
2025-03-21,4622.7098,4310.6124,14949.2078846205,2488.570329781164,17437.778214401664,29286.596535,674.450935666666,15,14908.748870000001,12356.9743,15375.808384,0.16428669999731937
2025-03-22,4310.6124,8550.0,17048.387591486004,4777.0640496880005,21825.451641174004,34116.701525,1324.3858413333337,17,19595.77923,12057.132342,12021.240745,0.17850650000036694
2025-03-23,8550.0,8550.0,38762.5869264348,6314.7392991397755,45077.32622557458,64478.55626800001,1750.3467543666657,22,21596.095414940002,17492.837364,3355.9248547600014,0.19193280000035884
2025-03-24,8550.0,8550.0,38243.858129734,5324.688155848826,43568.54628558282,63656.32752,1490.1433946666648,19,21497.568873,17413.030845,3063.435803333334,0.20791349999490194
2025-03-25,8550.0,8550.0,38222.9836153805,10534.3344782764,48757.3180936569,63705.825054999994,2878.8841117333327,19,21524.159773000003,17434.5694765,1544.9941535666685,0.1674187000025995
2025-03-26,8550.0,8550.0,38202.9324679852,2903.8738527716637,41106.80632075686,63685.300017,842.1305399999992,19,21549.174261,17454.831207299998,4840.532636633336,0.1741055000020424
